customerID,Churn_Probability,Risk_Level,Contract,MonthlyCharges
8224-KDLKN,0.010330273,Low Risk,Two year,25.0
3745-HRPHI,0.010262095,Low Risk,Two year,54.65
2718-YSKCS,0.01014752,Low Risk,Two year,19.6
9453-PATOS,0.010126306,Low Risk,Two year,85.1
4967-WPNCF,0.010020403,Low Risk,Two year,63.7
7473-ZBDSN,0.009626598,Low Risk,Two year,18.8
3612-YVGSJ,0.009323022,Low Risk,Two year,24.45
6823-SIDFQ,0.00897591,Low Risk,One year,18.25
7684-XSZIY,0.008955945,Low Risk,Two year,24.3
0825-CPPQH,0.008627796,Low Risk,Two year,19.1
7688-AWMDX,0.00843439,Low Risk,Two year,54.5
5360-XGYAZ,0.008081554,Low Risk,Two year,65.65
3996-ZNWYK,0.007961999,Low Risk,Two year,19.8
5472-CVMDX,0.007722834,Low Risk,Two year,38.9
7722-VJRQD,0.007620564,Low Risk,Two year,60.95
6980-IMXXE,0.007031061,Low Risk,Two year,20.2
0397-ZXWQF,0.006567089,Low Risk,Two year,20.5
5699-BNCAS,0.0064736395,Low Risk,Two year,24.65
5605-XNWEN,0.006369562,Low Risk,Two year,25.0
1166-PQLGG,0.006325507,Low Risk,Two year,19.55
9397-TZSHA,0.0061863638,Low Risk,Two year,24.6
7463-IFMQU,0.006022603,Low Risk,Two year,20.05
9337-SRRNI,0.0058423756,Low Risk,Two year,25.3
5743-KHMNA,0.0057973657,Low Risk,Two year,25.55
7695-PKLCZ,0.0056694564,Low Risk,Two year,20.5
8882-TLVRW,0.0053930297,Low Risk,Two year,39.1
1052-QJIBV,0.0053390125,Low Risk,Two year,19.9
7711-GQBZC,0.0052932184,Low Risk,Two year,24.7
9153-BTBVV,0.0052585197,Low Risk,Two year,25.0
3308-DGHKL,0.0050714333,Low Risk,Two year,19.3
4231-LZUYM,0.00479585,Low Risk,Two year,25.65
1926-QUZNN,0.00479585,Low Risk,Two year,25.25
7115-IRDHS,0.00479585,Low Risk,Two year,24.65
8092-NLTGF,0.004794225,Low Risk,Two year,24.75
2961-VNFKL,0.0043529687,Low Risk,Two year,25.95
4707-MAXGU,0.003968314,Low Risk,Two year,25.85
2509-TFPJU,0.003968314,Low Risk,Two year,25.75
0480-KYJVA,0.003749736,Low Risk,Two year,24.25
6285-FTQBF,0.0037484644,Low Risk,Two year,25.55
7606-BPHHN,0.0034798689,Low Risk,Two year,19.8
